HOSPITAL_ID,OWNER_ID,NAME,ADDRESS,DETAIL_ADDRESS,PHONE,LATITUDE,LONGITUDE,OPEN_TIME,CLOSE_TIME,STATUS,DESCRIPTION,IMAGE_URL,CREATED_AT,UPDATED_AT,WEBSITE_URL,DISTRICT,STATUS_CODE,OPERATION_STATUS_TEXT,DATA_UPDATED_AT,LAST_MODIFIED_AT,BREAK_TIME,CLOSED_DAYS,MEDICAL_SUBJECTS,DOCTOR_INFO,OWNER_NAME,SOURCE_URL,CHECKED_AT,NOTE,COLUMN1
116,,봉천현대동물병원,서울특별시 관악구 봉천로 520 3층 (봉천동),서울특별시 관악구 봉천동 1612-1,02-878-9978,196011.003717419,441917.187262738,10:00,19:00,OPEN,심장사상충약 넥스가드스펙트라 하트가드 레볼루션 프론트라인 애드보킷 아포퀠 처방사료 레나메진,116,,,https://pf.kakao.com/_yquSxb/chat,관악구,1,영업/정상,2020-02-06 10:22:46,2026-05-08 22:40:51,,일/월,내과/외과,내과/외과,,https://pf.kakao.com/_yquSxb/chat,2026-07-08,,
117,,더편한동물병원,서울특별시 성북구 숭인로 50 상가동 2203호 (길음동 래미안길음센터피스),서울특별시 성북구 길음동 498-1 래미안길음센터피스,02-982-7975,202337.783038524,456539.190686079,10:00,19:30,OPEN,반려동물의 건강을 지키는 '더편한 동물병원'입니다. - 고양이 잘 보는 병원 - 치과 잘 하는 병원 - 노령견 노령묘 중증관리 - 카카오톡채널 의사소통 - 주말에도 정상진료,117,,,https://blog.naver.com/tphah,성북구,1,영업/정상,2026-01-22 11:16:46,2026-05-01 22:38:15,13:30-14:30,일요일,,외과/내과.치과,,https://blog.naver.com/tphah,2026-07-08,,
118,,서울동물영상종양센터,서울특별시 중구 을지로38길 20 뉴천지관광호텔 1층 (을지로5가),서울특별시 중구 을지로5가 133-1 뉴천지관광호텔,02-6956-7502,200225.983119633,451511.262755282,,,OPEN,,,,,,중구,1,영업/정상,2026-05-18 20:21:07,2026-05-19 03:03:03,,,,,,,,,,,
119,,더조은 동물의료센터,서울특별시 금천구 시흥대로 172 서우빌딩 (시흥동),서울특별시 금천구 시흥동 904-6 서우빌딩,0507-1438-2811,191374.584035138,438600.409604547,09:30,21:30,OPEN,365일 연중무휴 노령견 진료전문 종양 및 슬개골수술 전문 대학병원급 장비 보유 골드레벨 고양이친화병원 서울대학교 출신 대표원장이 정성을 다해 진료하고 있습니다.,119,,,https://blog.naver.com/thejoeunamc,금천구,1,영업/정상,2024-06-10 13:36:13,2026-05-11 22:02:24,12:00-13:00/17:00-18:00,,내과/외과,내과/외과,김기정,https://blog.naver.com/thejoeunamc,2026-07-08,,
120,,유케어종합동물병원,서울특별시 동작구 상도로 214 성은빌딩 1층 (상도동),서울특별시 동작구 상도동 27-12 성은빌딩,02-3280-8275,194835.762213041,444759.157628603,10:00,20:00,OPEN,건강검진부터 노령견관리까지,120,,,https://blog.naver.com/ucare-ah,동작구,1,영업/정상,2024-04-03 15:06:13,2026-05-03 22:39:05,13:00-14:00,,3,외과,양득주,https://blog.naver.com/ucare-ah,2026-07-08,종합동물병원,
121,,경희궁 바른 동물병원,서울특별시 종로구 송월길 99 상가동 2층 2229호 (홍파동 경희궁자이 2단지),서울특별시 종로구 홍파동 42-13 경희궁자이 2단지 상가동 2229호,,196711.256846666,452060.860508565,,,OPEN,,,,,,종로구,1,영업/정상,2023-03-31 09:34:28,2025-12-15 16:15:28,,,,,,,,,,,
122,,금천 24시 K동물의료센터,서울특별시 금천구 시흥대로 251 (시흥동 도일산호시티빌),서울특별시 금천구 시흥동 999-1,0507-1438-281,191041.238206348,439333.421297264,00:00,24:00,OPEN,- 수의사와 수의테크니션이 24시간 상주하며 응급진료 및 중환자 관리가 가능한 응급진료체계 구축,122,,,https://www.instagram.com/k_vet_clinic,금천구,1,영업/정상,2026-06-12 09:36:03,2026-06-13 03:03:03,12:00-13:00,,내과/외과,내과/외과,,https://www.instagram.com/k_vet_clinic,2026-07-08,,
123,,24시 글로리 동물병원,서울특별시 금천구 시흥대로 483 (독산동),서울특별시 금천구 독산동 145-13,02-855-8575,190933.4318253,441622.967829008,00:00,24:00,OPEN,,123,,,https://blog.naver.com/gloryamc,금천구,1,영업/정상,2025-05-12 17:04:58,2026-05-11 22:02:23,12:00-13:00,,내과/외과,내과/외과,,https://blog.naver.com/gloryamc,2026-07-08,,
124,,조아동물병원,서울특별시 금천구 금하로1라길 35 1층 (독산동),서울특별시 금천구 독산동 1102-5,02-807-1616,190230.720043589,439076.473191235,09:30,19:00,OPEN,,124,,,,금천구,1,영업/정상,2024-07-22 09:33:50,2026-05-11 22:02:23,,일요일,내과/외과,내과/외과,,,2026-07-08,,
125,,광화문동물병원,서울특별시 종로구 자하문로 35-3 씨에스코즈빌 101호 (통인동),서울특별시 종로구 통인동 147-7 씨에스코즈빌,,197383.197504794,452972.118568389,,,OPEN,,,,,,종로구,1,영업/정상,2020-07-31 15:26:29,2025-12-15 16:15:28,,,,,,,,,,,
126,,예은동물의료센터,서울 강남구 학동로29길 5 3~6층,서울 강남구 논현동 87-4,0507-1372-5583,127.03173,37.51663,00:00,24:00,OPEN,24시간 언제나 어떠한 환자라도 믿고 맡길 수 있도록 최고의 의료진이 상주합니다. 24시 2차 동물의료센터지만 1차 병원의 따뜻한 마음 그대로 정직하게 언제나 환자를 생각하는 진심을 담아 진료하겠습니다.,333,,,https://www.yeamc.com/,강남구,1,영업/정상,2025-05-23 20:50:46,2026-05-11 22:36:27,14:00~14:30,없음,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,권기범,https://www.yeamc.com/,2026-07-08,,
127,,리베동물메디컬센터,서울 송파구 삼전로 56 1~4층(삼전동),서울 송파구 삼전동 28-2 1~4층(),0507-1448-7502,127.0878407,37.50382251,00:00,24:00,OPEN,리베동물메디컬센터,222,,,https://www.liebeamc.com/info,송파구,1,영업/정상,2026-02-04 16:15:58,2026-05-08 22:46:01,오후 13:00~14:00 저녁 17:00~18:00,없음,피부과/내과/안과/치과/예방의학과/이비인후과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/외과/정형외과/산과,김홍석/서범석,https://www.liebeamc.com/info,2026-07-08,,
128,,아크리스동물의료센터,서울 강남구 봉은사로104길 10 동화빌딩 3층,서울 강남구 삼성동 160-21,02-583-7582,127.0609,37.5139,10:00,19:00,OPEN,ACRIS Animal Medical Center는 1991년 이후 1998년 서울 개원부터 현재까지 항상 낮은 자세로 기본에 충실하며 최고의 의료진과 첨단장비를 기반으로 하여 반려동물 복합문화공간확립에 이바지하고자 노력을 아끼지 않고 있습니다.,111,,,https://acrisamc.co.kr/,강남구,1,영업/정상,2025-07-01 18:35:30,2026-05-09 22:02:20,12:30~13:30,일요일,치과/외과/내과,치과/외과/내과,박천식,https://acrisamc.co.kr/,2026-07-08,,
129,,24시월드펫동물메디컬센터,서울 양천구 신월로 208,서울 양천구 신월동 602-1,0507-1312-7584,126.8453314,37.52059823,00:00,24:00,OPEN,24시 월드펫동물메디컬센터는 1997년 개원 이후 28년간 다양한 임상 경험을 바탕으로 진료를 이어오고 있는 서울 양천구 신월동 24시 동물병원입니다.,999,,,https://24worldpet.com/,양천구,1,영업/정상,2025-05-23 20:50:46,2026-05-11 22:36:27,없음,없음,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,최영민,https://24worldpet.com/,2026-07-08,,
130,,고려종합동물병원,서울 강남구 선릉로 225 도곡렉슬상가 507-2호,서울 강남구 도곡동 527-3,02-575-7999,127.0487474,37.48738262,10:00,20:00,OPEN,<<< 365일 24시간 응급진료 및 전화상담 가능 >>> 국내에서 특수동물을 가장 오랫 동안 진료한 고려종합동물병원입니다.,888,,,,강남구,1,영업/정상,2025-07-02 17:45:43,2026-05-11 22:36:27,,일요일,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,노경수,,2026-07-08,,
131,,에코특수동물병원,서울 송파구 동남로 161 101호,서울 송파구 가락동 137-3,02-443-2222,127.1280367,37.49266732,09:00,19:00,OPEN,국내 최대 규모 최다 30여종 반려동물을 진료하는 에코특수동물병원입니다.,777,,,https://www.instagram.com/eco_animal_hospital,송파구,1,영업/정상,2026-05-08 10:20:36,2026-05-09 03:03:03,,,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,김미혜,https://www.instagram.com/eco_animal_hospital,2026-07-08,,
132,,아프리카 동물병원,서울 용산구 후암로 32 현석빌딩 1층 아프리카 동물병원,,02-773-1119,495066,1122180,09:30,19:00,OPEN,좋은 진료는 아이를 오래 바라보는 일에서 시작됩니다.,666,,,,용산구,1,영업/정상,2026-04-10 10:38:37,2026-05-09 22:02:20,,일요일,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,,,2026-07-08,,
133,,한양동물메디컬센터,서울 성동구 왕십리로 282,서울 성동구 행당동 226-3,0507-1444-5200,203348,451345,10:00,19:00,OPEN,한양동물메디컬센터는 지상 1층에서 3층까지 규모로 전문적인 의료시스템을 갖추고 있습니다.,555,,,https://blog.naver.com/hyamc,동대문구,1,영업/정상,2022-08-12 11:31:17,2026-05-09 22:02:20,휴게시간 없음,무,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,우재홍,https://blog.naver.com/hyamc,2026-07-08,,
134,,메디피쉬 수산질병관리원,서울 노원구 공릉로59길 15 405호,서울 노원구 하계동 274-1,0507-1373-6839,206180,459218,14:00,18:00,OPEN,열대어 및 어류 치료합니다.,444,,,https://fishdoctor.co.kr/,노원구,1,영업/정상,2026-05-08 10:20:36,2026-05-09 03:03:03,,일요일,일반치료,일반치료,미확인,https://fishdoctor.co.kr/,2026-07-08,,
136,,골드퍼피동물병원 공릉점,서울 노원구 동일로 1014 1층 2층,서울 노원구 공릉동 596-5,0507-1360-5956,127.074974,37.618884,11:00,19:30,OPEN,골드퍼피는 소아과 진료와 예방의학을 중심으로 운영되는 동물병원입니다.,136,,,https://goldpuppy.imweb.me/,노원구,1,영업/정상,2024-04-02 17:00:12,2026-05-01 22:01:43,12:15~14:00,없음,소아과/예방의학과,소아과/예방의학과,조상민,https://goldpuppy.imweb.me/,2026-07-20,,
137,,웨스턴 동물의료센터,서울 마포구 신촌로 110 웨스턴5빌딩,서울 마포구 노고산동 40-56,02-701-7580,126.93695,37.55569,00:00,24:00,OPEN,웨스턴동물의료센터는 국내 최대의 중환자 동물의료센터로서 연중 70000건의 중환자를 치료합니다.,137,,,http://westernamc.com/,마포구,1,영업/정상,2025-09-09 19:29:24,2025-12-15 16:15:28,없음,없음,피부과/내과/안과/치과/이비인후과/외과/정형외과/임상병리학과/영상의학과,피부과/내과/안과/치과/이비인후과/외과/정형외과/임상병리학과/영상의학과,홍연정,http://westernamc.com/,2026-07-20,,
138,,24시청담우리동물병원,서울 강남구 삼성로 614,서울 강남구 삼성동 70-6,02-541-7515,127.063763,37.514579,00:00,24:00,OPEN,청담우리동물병원을 찾아주셔서 감사합니다. 저희 청담우리동물병원은 우수하고 열정을 가진 의료진및 스탭진 70여명이 24시간 병원을 지키며 최선의 진료를 위해 노력하고 있습니다.,138,,,https://blog.naver.com/cdwoori,강남구,1,영업/정상,2026-06-12 09:30:00,2026-06-13 15:03:03,없음,없음,피부과/내과/안과/치과/이비인후과/외과/정형외과/임상병리학과/영상의학과,피부과/내과/안과/치과/이비인후과/외과/정형외과/임상병리학과/영상의학과,윤병국,https://blog.naver.com/cdwoori,2026-07-20,,
139,,24시 우리들동물메디컬센터,서울 양천구 신월로 355 제엠1 2층,서울 양천구 신정동 982-4,02-2642-7588,126.854541,37.519648,00:00,24:00,OPEN,국내동물병원 최초 미국 GE사 MRI 160채널 CT 최신장비 운영 20명의 수의사를 포함한 40여명의 전문진료 스텝이 24시간 상주합니다.,139,,,https://blog.naver.com/truthy2000,양천구,1,영업/정상,2024-07-22 13:17:28,2026-05-11 22:02:28,없음,없음,피부과/내과/안과/치과/이비인후과/외과/정형외과/임상병리학과/영상의학과,피부과/내과/안과/치과/이비인후과/외과/정형외과/임상병리학과/영상의학과,이규석,https://blog.naver.com/truthy2000,2026-07-20,,
140,,서초이음동물병원,서울 서초구 효령로 347 1층 서초이음동물병원,서울 서초구 서초동 1605-5,02-3474-7582,127.013486,37.491284,10:00,18:00,OPEN,서초구 서초동 소재의 이음동물병원입니다. 고양이 강아지 진료공간을 분리하여 안정적인 환경에서 진료를 제공합니다.,140,,,https://blog.naver.com/iumah/221654990719,서초구,1,영업/정상,2023-05-12 10:36:34,2026-05-11 22:47:50,13:00~14:00,없음,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,황민아/김경아,https://blog.naver.com/iumah/221654990719,2026-07-20,,
141,,24시 더힐동물의료센터,서울 용산구 독서당로 81-1 3층,서울 용산구 한남동 29-6,02-792-8275,127.005872,37.534218,00:00,24:00,OPEN,안녕하세요!! 동물과 사람을 잇는 감동의 동물병원 용산 한남동 동물병원 더힐동물의료센터입니다.,141,,,https://blog.naver.com/thehillvmc,용산구,1,영업/정상,2023-05-12 10:36:34,2026-05-11 22:47:50,12:00~13:00,없음,피부과/내과/안과/치과/이비인후과/외과/정형외과/임상병리학과/영상의학과,피부과/내과/안과/치과/이비인후과/외과/정형외과/임상병리학과/영상의학과,윤영민,https://blog.naver.com/thehillvmc,2026-07-20,,
142,,라라동물의료원,서울 구로구 도림로 72,서울 구로구 구로동 309-2,0507-1447-7585,126.89096,37.486908,10:00,19:00,OPEN,Since 1999. 약없는 피부치료 뽑지 않고 살리는 치과치료 라라동물의료원은 피부/치과/건강검진 특화 동물병원입니다.,142,,,https://blog.naver.com/lalapet,구로구,1,영업/정상,2026-02-27 09:52:26,2026-02-28 22:02:01,13:00~14:00,없음,피부과/치과/건강검진,피부과/치과/건강검진,이진민/서정임,https://blog.naver.com/lalapet,2026-07-20,,
143,,이룸 동물병원,서울 송파구 삼학사로 34 1층,서울 송파구 석촌동 217,02-419-7580,127.103466,37.502947,10:15,19:30,OPEN,,143,,,,송파구,1,영업/정상,2022-01-05 14:35:56,2026-05-01 22:01:43,13:00~14:00,일요일,내과/외과,내과/외과,,,2026-07-20,,
144,,밀리언 동물병원,서울 양천구 신월로 320 1F,서울 양천구 신정동 1028-4,02-2061-5277,126.836415,37.522828,10:10,19:00,OPEN,강아지 고양이와 영원히 함께 하자는 의미를 담은 밀리언 동물병원입니다.,144,,,https://blog.naver.com/million_amc,양천구,1,영업/정상,2026-02-27 10:52:26,2026-02-28 21:05:01,없음,일요일,산과/정형외과/비뇨기과/치과/이비인후과/안과,산과/정형외과/비뇨기과/치과/이비인후과/안과,김동혜,https://blog.naver.com/million_amc,2026-07-20,,
145,,24시 루시드동물메디컬센터,서울 강북구 월계로 3 덕신빌딩 4층,서울 강북구 미아동 42-11,0507-1442-7919,127.025899,37.623879,00:00,24:00,OPEN,국내 최고 수준 디스크 특화 센터 오직 반려동물의 회복을 위해 밤낮없이 움직이는 50여명의 의료진이 함께하는 루시드동물메디컬센터 미아 본점입니다.,145,,,https://www.lucidamc.co.kr/,강북구,1,영업/정상,2026-01-15 13:08:32,2026-01-16 22:02:00,없음,없음,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,설재민/노진희,https://www.lucidamc.co.kr/,2026-07-20,,
146,,벨라동물병원,서울 구로구 구로중앙로34길 30,서울 구로구 구로5동 501-12,02-859-8775,126.884977,37.499814,09:30,19:00,OPEN,안녕하세요. 벨라동물병원입니다.,146,,,,구로구,1,영업/정상,2023-05-12 10:36:34,2026-06-13 15:03:03,13:30~14:00,일요일,내과/안과/치과/외과,내과/안과/치과/외과,,,2026-07-20,,
147,,서울종합동물병원,서울 관악구 신림로 233 서울종합동물병원,서울 관악구 신림동 408-143,,,09:00,21:00,OPEN,서울대학교 수의학과 출신 임상 25년 이상 경력의 수술전문병원,147,,,,관악구,1,영업/정상,2025-05-12 17:04:58,2026-05-11 22:02:23,없음,없음,내과/외과,내과/외과,,,2026-07-20,,
148,,러브펫동물병원,서울 관악구 남부순환로 1429,서울 관악구 신림동 564-3,02-837-8875,126.918447,37.482835,09:30,20:00,OPEN,러브펫 동물병원은 변화하는 애완동물 문화를 접할 수 있는 공간으로 여러 애견인들의 사랑을 받고 있으며 애견 전문가의 상담이 초보 애견인은 물론 모든 애견인들에게 많은 도움을 드릴 것을 약속합니다. 또한 우리 병원은 다양한 사료와 세련되고 고급스런 애견용품은 물론 고양이 토끼 햄스터 페렛 등 모든 종류의 애완동물 용품을 완비하고 있습니다.,148,,,https://blog.naver.com/pianogrl,관악구,1,영업/정상,2023-05-12 10:36:34,2026-05-09 22:02:20,12:00~13:00,없음,내과/외과,내과/외과,,,2026-07-20,,
149,,건국대학교 부속동물병원,서울 광진구 능동로 120 건국대학교 부속 동물병원,서울 광진구 화양동 1,02-450-3664,127.075960,37.540370,24시간,24시간,OPEN,※본 병원의 모든 진료는 예약제입니다. 당일예약은 불가하며 예약없이 방문하실 경우에는 응급진료로 처리됩니다.,149,,,https://vmth.konkuk.ac.kr/vmth/index.do,광진구,1,영업/정상,2024-07-29 16:10:15,2026-05-08 22:46:01,12:00~13:00,공휴일,내과/안과/외과,내과/안과/외과,,,2026-07-20,,
150,,GD동물병원,서울 강동구 상일로 13 1 2층,서울 강동구 상일동 341-2,02-429-8822,127.170815,37.549235,10:00,19:30,OPEN,사랑과 정성으로 아픔을 돌보는 GD 동물병원 인공지능 AI X-ray 한방치료(침&뜸) 고양이 친화병원 수술 & 재활(보조),150,,,,강동구,1,영업/정상,2023-10-06 17:27:01,2026-05-03 22:39:06,12:30~13:30,일요일,내과/외과,내과/외과,,,2026-07-20,,
151,,Dr.주 동물병원,서울 강동구 양재대로 1376 광안빌딩,서울 강동구 둔촌동 517-4,02-470-0030,127.145964,37.531207,10:00,18:15,OPEN,우린 남들과 다르다.(We are different from others)는 모토(motto)로 소중한 반려동물의 건강을 위해 최선을 다하는 병원입니다. 보호자분들의 신뢰를 바탕으로 소통하고 편안한 진료를 위해 노력하겠습니다. 감사합니다.,151,,,https://blog.naver.com/bestoda,강동구,1,영업/정상,2025-09-17 11:47:58,2026-05-07 22:02:41,12:00~13:00,일요일,피부과/내과/안과/외과,피부과/내과/안과/외과,,,2026-07-20,,
152,,CH동물병원,서울 강동구 구천면로 322 창환빌딩,서울 강동구 천호동 233-145,02-488-7510,127.134482,37.543835,10:00,19:30,OPEN,강동구 천호동에 위치한 CH 동물병원입니다. 2003년 개원 후 꾸준히 고양이 강아지 치료에 대해 투자와 연구를 하는 병원입니다. 후회없는 최선을 다하는 동물병원이 되겠습니다.,152,,,https://blog.naver.com/chlea,강동구,1,영업/정상,2023-05-12 10:36:34,2026-05-11 22:47:50,12:30~13:30,일요일,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,,,2026-07-20,,
153,,강동큰숲동물병원,서울 강동구 양재대로 1384 미림빌딩 1층,서울 강동구 둔촌동 517,02-6958-7975,127.145860,37.533180,10:00,20:00,OPEN,안녕하세요 :) 마음을 다하는 큰숲동물병원입니다. 오랜 준비기간 끝에 진료 시작합니다. 대학병원 대형병원 임상 경력의 1인 원장이 직접 정성과 마음을 다해 진료합니다.,153,,,https://blog.naver.com/bigforest_vet,강동구,1,영업/정상,2025-09-09 19:29:24,2025-12-15 16:15:28,13:00~14:00,일요일,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,,,2026-07-20,,
154,,강동동물병원,서울 강동구 양재대로121길 13 101동 102호,서울 강동구 천호동 52-15,02-472-7343,127.130332,37.545496,10:00,20:00,OPEN,,154,,,,강동구,1,영업/정상,2026-02-27 09:52:26,2026-02-28 22:02:01,없음,없음,내과/안과,내과/안과,,,2026-07-20,,
155,,강동 아이안동물병원,서울 강동구 고덕로 262 고덕역 효성해링턴 타워 더퍼스트 1F,서울 강동구 명일동 46-2,02-441-2202,127.147924,37.551996,10:00,19:00,OPEN,아플 때만 잠깐 가는 곳 병이 낫는 동안 불편하게 있는 공간이 아닌 '아이'들이 편'안'한 병원. 반려견 반려묘 아이들 옆에서 늘 건강을 지키는 평생 주치의가 되겠습니다.,155,,,https://blog.naver.com/aianamc,강동구,1,영업/정상,2025-09-09 19:29:24,2025-12-15 16:15:28,13:00~14:00,일요일,내과/안과/치과/외과,내과/안과/치과/외과,,,2026-07-20,,
156,,가람동물병원,서울 강동구 성내로 36 예원빌딩,서울 강동구 성내동 550-2,02-484-5502,127.125687,37.532004,09:30,20:00,OPEN,반려동물들의 질병 치료는 물론 삶의 질을 향상시키기 위해 노력하는 병원입니다. 다년간의 경험이 많은 스텝과 의료진 넓은 대기실과 아이들 운동장 주차시설 고양이 전용 진료실 보유 다양한 수술 경험과 노하우 첨단 진료 장비 중환자를 위한 ICU 및 각 진료실마다 산소시설을 보유하고 있습니다.,156,,,https://blog.naver.com/garamah2015,강동구,1,영업/정상,2026-01-15 13:08:32,2026-01-16 22:02:00,13:00~14:00,일요일,내과/외과,내과/외과,,,2026-07-20,,
157,,가나동물병원,서울 도봉구 방학로 162,서울 도봉구 방학동 665-11,02-441-8588,127.034103,37.662646,09:30,19:00,OPEN,,157,,,,강동구,1,영업/정상,2022-01-05 14:35:56,2026-05-01 22:01:43,없음,일요일,내과/외과,내과/외과,,,2026-07-20,,
158,,길종합동물병원,서울 강동구 천호대로 1199,서울 강동구 길동 151,02-484-0075,127.143755,37.538743,10:00,19:00,OPEN,안녕하세요! 길종합동물병원입니다.,158,,,,강동구,1,영업/정상,2023-03-31 09:34:28,2025-12-15 16:15:28,12:30~13:30,일요일,내과/외과,내과/외과,,,2026-07-20,,
159,,박형우동물병원,서울 강동구 올림픽로 568 2층,서울 강동구 성내동 322-6,02-488-8275,127.128387,37.528786,10:00,20:00,OPEN,안녕하세요! 박형우동물병원입니다.,159,,,,강동구,1,영업/정상,2025-07-18 09:40:32,2026-05-11 22:02:36,없음,목/일,내과/외과,내과/외과,,,2026-07-20,,
160,,방주동물의료센터,서울 강동구 양재대로 1299 1층 방주동물의료센터,서울 강동구 성내동 449-13,02-476-3927,127.126643,37.533948,10:00,19:30,OPEN,안녕하세요. 강동구 성내동에 위치한 동물병원 [방주동물의료센터] 입니다. 2026년 방주동물의료센터가 10주년을 맞이합니다. 그동안 신뢰와 믿음으로 반려동물을 맡겨주신 모든 보호자님들께 진심으로 감사드립니다. 앞으로도 건강하고 행복한 동물병원을 꿈꾸며 반려동물과 함께하는 삶의 가치를 함께 만들어 나아가기를 기대합니다. 따듯한 마음과 전문성으로 여러분의 소중한 반려동물의 건강을 지켜나가겠습니다.,160,,,https://blog.naver.com/bangzoo_animals,강동구,1,영업/정상,2026-06-01 10:33:45,2026-06-02 22:02:03,없음,일요일,내과/외과/치과,내과/외과/치과,,,2026-07-20,,
161,,방주종합동물병원,서울 광진구 능동로 334 경남빌딩,서울 광진구 중곡동 161-27,02-454-9975,127.083259,,10:00,20:00,OPEN,,161,,,,광진구,1,영업/정상,2026-05-20 14:37:23,2026-05-21 03:03:03,없음,일요일,내과/외과,내과/외과,,,2026-07-20,,
162,,금나래동물병원,서울 금천구 벚꽃로 30 지하1층 B127호,서울 금천구 독산동 1150,02-809-0075,126.897463,37.467973,10:00,19:30,OPEN,카톡문의 / 카톡아이디(ID검색 8090075) / 귀치료 특화 / 전신마취 없이 노령견 혹 제거 / 십자인대 비수술적 교정 / 고양이 옆구리 암컷중성화 당일수술·당일퇴원 / 햄스터·고슴도치·토끼·거북이 진료 / 최고수준의 혈액검사·방사선·초음파 장비 구비 / English speaking,162,,,,금천구,1,영업/정상,2025-12-24 16:10:24,2026-05-11 22:46:56,13:00~14:00,일요일,내과/안과/치과/외과,내과/안과/치과/외과,,,2026-07-20,,
163,,금천동물병원,서울 금천구 독산로 188,서울 금천구 독산동 378-397,02-894-8085,126.904855,37.471921,10:00,19:30,OPEN,,163,,,,금천구,1,영업/정상,2026-04-23 17:48:45,2026-05-11 22:46:56,없음,일요일,내과/안과/치과/외과,내과/안과/치과/외과,,,2026-07-20,,
164,,금호동물병원,서울 성동구 금호로 105 비201호,서울 성동구 금호동2가 1217,02-2281-0049,127.023378,37.553524,10:00,19:00,OPEN,,164,,,,성동구,1,영업/정상,2026-04-21 18:05:24,2026-05-11 22:46:56,없음,없음,내과/안과/치과/외과,내과/안과/치과/외과,,,2026-07-20,,
165,,기린동물병원,서울 성동구 마장로 296,서울 성동구 마장동 791-9,02-2291-8275,127.042651,37.567870,10:00,18:30,OPEN,,165,,,https://blog.naver.com/kirinvet,성동구,1,영업/정상,2025-10-13 10:24:58,2026-05-02 22:44:24,없음,일요일,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,,,2026-07-20,,
166,,길음동물병원,서울 성북구 동소문로 248 102동 106호,서울 성북구 길음동 1276,02-913-1874,127.024954,37.611916,10:00,19:00,OPEN,,166,,,,성북구,1,영업/정상,2026-01-05 11:26:48,2026-05-02 22:44:24,없음,일요일,내과/안과/치과/외과,내과/안과/치과/외과,,,2026-07-20,,
167,,김미경동물병원,서울 도봉구 마들로 664 킴스타워 2층 김미경동물병원,서울 도봉구 도봉동 636-12,02-955-9530,127.043628,37.684894,09:30,19:30,OPEN,안녕하세요. 도봉구에서 21년째 반려동물의 건강을 지켜온 김미경동물병원입니다. 끝까지 책임지는 진료 정직한 진료 치료 이후까지 함께하는 책임진료를 약속드립니다.,167,,,https://pf.kakao.com/_bmXYn,도봉구,1,영업/정상,2026-02-13 10:04:07,2026-05-02 22:44:24,12:30~13:30,없음,내과/안과/치과/외과,내과/안과/치과/외과,,,2026-07-20,,